0,0.5,0.5,0.5,0.5,0
600000,0.5,0.5,0.5,0.5,0
1200000,0.5,0.5,0.5,0.5,0
1800000,0.5,0.5,0.5,0.5,0
2400000,0.5,0.5,0.5,0.5,0
3600000,0.5,0.5,0.5,0.5,0
4200000,0.5,0.5,0.5,0.5,0
4800000,0.5,0.5,0.5,0.5,0
5400000,0.5,0.5,0.5,0.5,0
6000000,0.5,0.5,0.5,0.5,0
6600000,0.5,0.5,0.5,0.5,0
7200000,0.5,0.5,0.5,0.5,0
7800000,0.5,0.5,0.5,0.5,0
8400000,0.5,0.5,0.5,0.5,0
9000000,0.5,0.5,0.5,0.5,0
9600000,0.5,0.5,0.5,0.5,0
10200000,0.5,0.5,0.5,0.5,0
10800000,0.5,0.5,0.5,0.5,0
11400000,0.5,0.5,0.5,0.5,0
12000000,0.5,0.5,0.5,0.5,0
12600000,0.5,0.5,0.5,0.5,0
13200000,0.5,0.5,0.5,0.5,0
13800000,0.5,0.5,0.5,0.5,0
14400000,0.5,0.5,0.5,0.5,0
15000000,0.5,0.5,0.5,0.5,0
15600000,0.5,0.5,0.5,0.5,0
16200000,0.5,0.5,0.5,0.5,0
16800000,0.5,0.5,0.5,0.5,0
17400000,0.5,0.5,0.5,0.5,0
18000000,0.5,0.5,0.5,0.5,0
18600000,0.5,0.5,0.5,0.5,0
19200000,0.5,0.5,0.5,0.5,0
19800000,0.5,0.5,0.5,0.5,0
20400000,0.5,0.5,0.5,0.5,0
21000000,0.5,0.5,0.5,0.5,0
21600000,0.5,0.5,0.5,0.5,0
22200000,0.5,0.5,0.5,0.5,0
22800000,0.5,0.5,0.5,0.5,0
23400000,0.5,0.5,0.5,0.5,0
24000000,0.5,0.5,0.5,0.5,0
24600000,0.5,0.5,0.5,0.5,0
25200000,0.5,0.5,0.5,0.5,0
25800000,0.5,0.5,0.5,0.5,0
26400000,0.5,0.5,0.5,0.5,0
27000000,0.5,0.5,0.5,0.5,0
27600000,0.5,0.5,0.5,0.5,0
28200000,0.5,0.5,0.5,0.5,0
28800000,0.5,0.5,0.5,0.5,0
29400000,0.5,0.5,0.5,0.5,0
30000000,0.5,0.5,0.5,0.5,0
30600000,0.5,0.5,0.5,0.5,0
31200000,0.5,0.5,0.5,0.5,0
31800000,0.5,0.5,0.5,0.5,0
32400000,0.5,0.5,0.5,0.5,0
33000000,0.5,0.5,0.5,0.5,0
33600000,0.5,0.5,0.5,0.5,0
34200000,0.995,0.995,0.995,0.995,0
