0,0.0295,0.0295,0.0295,0.0295,0
600000,0.0295,0.0295,0.0295,0.0295,0
1200000,0.0295,0.0295,0.0295,0.0295,0
1800000,0.0295,0.0295,0.0295,0.0295,0
2400000,0.0295,0.0295,0.0295,0.0295,0
3000000,0.0295,0.0295,0.0295,0.0295,0
3600000,0.0295,0.0295,0.0295,0.0295,0
4200000,0.0295,0.0295,0.0295,0.0295,0
4800000,0.0295,0.0295,0.0295,0.0295,0
5400000,0.0295,0.0295,0.0295,0.0295,0
6000000,0.0295,0.0295,0.0295,0.0295,0
6600000,0.0295,0.0295,0.0295,0.0295,0
7200000,0.0295,0.0295,0.0295,0.0295,0
7800000,0.0295,0.0295,0.0295,0.0295,0
8400000,0.0295,0.0295,0.0295,0.0295,0
9000000,0.0295,0.0295,0.0295,0.0295,0
9600000,0.0295,0.0295,0.0295,0.0295,0
10200000,0.0295,0.0295,0.0295,0.0295,0
10800000,0.0295,0.0295,0.0295,0.0295,0
11400000,0.0295,0.0295,0.0295,0.0295,0
12000000,0.0295,0.0295,0.0295,0.0295,0
12600000,0.0295,0.0295,0.0295,0.0295,0
13200000,0.0295,0.0295,0.0295,0.0295,0
13800000,0.0295,0.0295,0.0295,0.0295,0
14400000,0.0295,0.0295,0.0295,0.0295,0
15000000,0.0295,0.0295,0.0295,0.0295,0
15600000,0.0295,0.0295,0.0295,0.0295,0
16200000,0.0295,0.0295,0.0295,0.0295,0
16800000,0.0295,0.0295,0.0295,0.0295,0
17400000,0.0295,0.0295,0.0295,0.0295,0
18000000,0.0295,0.0295,0.0295,0.0295,0
18600000,0.0295,0.0295,0.0295,0.0295,0
19200000,0.0295,0.0295,0.0295,0.0295,0
19800000,0.0295,0.0295,0.0295,0.0295,0
20400000,0.0295,0.0295,0.0295,0.0295,0
21000000,0.0295,0.0295,0.0295,0.0295,0
21600000,0.0295,0.0295,0.0295,0.0295,0
22200000,0.0295,0.0295,0.0295,0.0295,0
22800000,0.0295,0.0295,0.0295,0.0295,0
23400000,0.0295,0.0295,0.0295,0.0295,0
24000000,0.0295,0.0295,0.0295,0.0295,0
24600000,0.0315,0.0315,0.0315,0.0315,0
25200000,0.0565,0.0565,0.0565,0.0565,0
25800000,0.0515,0.0515,0.0515,0.0515,0
26400000,0.05,0.05,0.05,0.05,0
27000000,0.0675,0.0675,0.0675,0.0675,0
27600000,0.0435,0.0435,0.0435,0.0435,0
28200000,0.0455,0.0455,0.0455,0.0455,0
28800000,0.048,0.048,0.048,0.048,0
